benchmark,i,x,y
TimeBlind,735,0.25558,0.86318
TimeBlind,736,0.26108,0.85050
TimeBlind,737,0.27073,0.89817
TimeBlind,738,0.26905,0.90353
TimeBlind,739,0.11643,0.79263
TimeBlind,740,0.11357,0.80453
TimeBlind,741,0.12528,0.68531
TimeBlind,742,0.11791,0.63968
TimeBlind,743,0.34733,0.88255
TimeBlind,744,0.34059,0.89565
TimeBlind,745,0.12493,0.94605
TimeBlind,746,0.12960,0.93541
TimeBlind,747,0.15246,0.69366
TimeBlind,748,0.15649,0.67938
TimeBlind,749,0.28322,0.68251
TimeBlind,750,0.28171,0.69220
TimeBlind,751,0.14433,0.70734
TimeBlind,752,0.14349,0.70550
TimeBlind,753,0.18441,0.69499
TimeBlind,754,0.18222,0.69649
TimeBlind,755,0.34884,0.76630
TimeBlind,756,0.34991,0.75931
TimeBlind,757,0.18058,0.86346
TimeBlind,758,0.18039,0.85572
TimeBlind,759,0.16253,0.80187
TimeBlind,760,0.17150,0.81118
TimeBlind,761,0.28258,0.65243
TimeBlind,762,0.28495,0.64377
TimeBlind,763,0.32880,0.62079
TimeBlind,764,0.33258,0.62236
TimeBlind,765,0.40369,0.77895
TimeBlind,766,0.41272,0.76504
TimeBlind,767,0.27942,0.80238
TimeBlind,768,0.27495,0.78877
TimeBlind,769,0.22624,0.71406
TimeBlind,770,0.23247,0.68258
TimeBlind,771,0.33229,0.88661
TimeBlind,772,0.33686,0.87560
TimeBlind,773,0.29458,0.74219
TimeBlind,774,0.29879,0.75402
TimeBlind,775,0.24885,0.71668
TimeBlind,776,0.24823,0.71593
TimeBlind,777,0.26290,0.70202
TimeBlind,778,0.26407,0.70304
TimeBlind,779,0.21871,0.72166
TimeBlind,780,0.22466,0.71893
TimeBlind,781,0.12904,0.89855
TimeBlind,782,0.12883,0.89122
TimeBlind,783,0.31073,0.82789
TimeBlind,784,0.32171,0.81278
TimeBlind,785,0.36084,0.64268
TimeBlind,786,0.35391,0.64800
TimeBlind,787,0.42392,0.85964
TimeBlind,788,0.42408,0.86489
TimeBlind,789,0.22494,0.89654
TimeBlind,790,0.22044,0.89579
TimeBlind,791,0.37845,0.86639
TimeBlind,792,0.38044,0.86513
TimeBlind,793,0.18553,0.88873
TimeBlind,794,0.18704,0.88692
TimeBlind,795,0.25876,0.90243
TimeBlind,796,0.25055,0.91856
TimeBlind,797,0.49631,0.78298
TimeBlind,798,0.49220,0.78233
TimeBlind,799,0.38770,0.80937
TimeBlind,800,0.38418,0.81462
TimeBlind,801,0.22760,0.74083
TimeBlind,802,0.21997,0.75481
TimeBlind,803,0.17635,0.75017
TimeBlind,804,0.16979,0.75740
TimeBlind,805,0.35643,0.78137
TimeBlind,806,0.34682,0.79883
TimeBlind,807,0.37123,0.94360
TimeBlind,808,0.38410,0.92893
TimeBlind,809,0.29854,0.64875
TimeBlind,810,0.29991,0.65908
TimeBlind,811,0.32980,0.83815
TimeBlind,812,0.32459,0.84774
TimeBlind,813,0.19978,0.68026
TimeBlind,814,0.20364,0.68705
TimeBlind,815,0.20434,0.72228
TimeBlind,816,0.21252,0.72132
TimeBlind,817,0.19076,0.56421
TimeBlind,818,0.19288,0.56892
TimeBlind,819,0.34357,0.77172
TimeBlind,820,0.35282,0.75760
TimeBlind,821,0.05254,0.58427
TimeBlind,822,0.06933,0.59624
TimeBlind,823,0.23987,0.66314
TimeBlind,824,0.23948,0.66587
TimeBlind,825,0.01055,0.76814
TimeBlind,826,0.00412,0.76565
TimeBlind,827,0.40868,0.83781
TimeBlind,828,0.40326,0.83311
TimeBlind,829,0.32255,0.82042
TimeBlind,830,0.31462,0.81769
TimeBlind,831,0.15702,0.64418
TimeBlind,832,0.15660,0.64313
TimeBlind,833,0.12844,0.66679
TimeBlind,834,0.12877,0.66856
TimeBlind,835,0.10411,0.63231
TimeBlind,836,0.10219,0.63422
TimeBlind,837,0.14746,0.61871
TimeBlind,838,0.14795,0.57659
TimeBlind,839,0.40568,0.69196
TimeBlind,840,0.40857,0.68463
TimeBlind,841,0.27732,0.57448
TimeBlind,842,0.27651,0.57066
TimeBlind,843,0.13365,0.69861
TimeBlind,844,0.13480,0.67965
TimeBlind,845,0.13020,0.78011
TimeBlind,846,0.13754,0.74833
TimeBlind,847,0.13346,0.95233
TimeBlind,848,0.13087,0.94019
TimeBlind,849,0.12451,0.96627
TimeBlind,850,0.12507,0.95615
TimeBlind,851,0.43245,0.75812
TimeBlind,852,0.43549,0.76920
TimeBlind,853,0.32836,0.64064
TimeBlind,854,0.34357,0.63856
TimeBlind,855,0.22275,0.61929
TimeBlind,856,0.22638,0.60176
TimeBlind,857,0.34620,0.75651
TimeBlind,858,0.34798,0.74461
TimeBlind,859,0.22852,0.68258
TimeBlind,860,0.22565,0.67965
TimeBlind,861,0.15357,0.73939
TimeBlind,862,0.14342,0.74492
TimeBlind,863,0.23214,0.74032
TimeBlind,864,0.23833,0.72132
TimeBlind,865,0.19074,0.85316
TimeBlind,866,0.18697,0.87035
TimeBlind,867,0.15875,0.78079
TimeBlind,868,0.16072,0.79062
TimeBlind,869,0.20862,0.70250
TimeBlind,870,0.20389,0.72644
TimeBlind,871,0.20163,0.61390
TimeBlind,872,0.19415,0.65755
TimeBlind,873,0.24407,0.66246
TimeBlind,874,0.23270,0.68718
TimeBlind,875,0.15670,0.79989
TimeBlind,876,0.16257,0.79914
TimeBlind,877,0.17987,0.83502
TimeBlind,878,0.17734,0.84184
TimeBlind,879,0.11333,0.70707
TimeBlind,880,0.11597,0.71232
TimeBlind,881,0.10190,0.68974
TimeBlind,882,0.09888,0.68388
TimeBlind,883,0.32755,0.90431
TimeBlind,884,0.32615,0.89694
TimeBlind,885,0.21227,0.86775
TimeBlind,886,0.21815,0.86339
TimeBlind,887,0.20283,0.73871
TimeBlind,888,0.19447,0.71743
TimeBlind,889,0.21604,0.72930
TimeBlind,890,0.22577,0.68623
TimeBlind,891,0.24603,0.74427
TimeBlind,892,0.24575,0.75317
TimeBlind,893,0.18531,0.89851
TimeBlind,894,0.18497,0.87846
TimeBlind,895,0.08401,0.89176
TimeBlind,896,0.08387,0.89388
TimeBlind,897,0.20308,0.84763
TimeBlind,898,0.19962,0.84040
TimeBlind,899,0.07685,0.68060
TimeBlind,900,0.07705,0.68456
TimeBlind,901,0.44091,0.79027
TimeBlind,902,0.44280,0.78864
TimeBlind,903,0.33268,0.86680
TimeBlind,904,0.33678,0.86373
TimeBlind,905,0.39936,0.75645
TimeBlind,906,0.38596,0.78925
TimeBlind,907,0.19941,0.75829
TimeBlind,908,0.21000,0.74117
TimeBlind,909,0.19389,0.67324
TimeBlind,910,0.19895,0.67607
TimeBlind,911,0.20571,0.82288
TimeBlind,912,0.20426,0.84074
TimeBlind,913,0.30330,0.67392
TimeBlind,914,0.30541,0.67249
TimeBlind,915,0.17860,0.73892
TimeBlind,916,0.18842,0.70966
TimeBlind,917,0.14503,0.74328
TimeBlind,918,0.16676,0.69622
TimeBlind,919,0.16867,0.62406
TimeBlind,920,0.17189,0.64118
TimeBlind,921,0.11299,0.77240
TimeBlind,922,0.10950,0.73905
TimeBlind,923,0.15688,0.93173
TimeBlind,924,0.15249,0.92491
TimeBlind,925,0.17392,0.77977
TimeBlind,926,0.16863,0.76494
TimeBlind,927,0.14520,0.68036
TimeBlind,928,0.14422,0.68292
TimeBlind,929,0.36003,0.66226
TimeBlind,930,0.32540,0.64425
TimeBlind,931,0.28349,0.80248
TimeBlind,932,0.29383,0.79068
TimeBlind,933,0.27444,0.68527
TimeBlind,934,0.27122,0.69956
TimeBlind,935,0.13731,0.89145
TimeBlind,936,0.13777,0.89606
TimeBlind,937,0.21994,0.84497
TimeBlind,938,0.22110,0.82325
TimeBlind,939,0.46428,1.00000
TimeBlind,940,0.47284,0.99345
TimeBlind,941,0.19978,0.82393
TimeBlind,942,0.20586,0.83628
TimeBlind,943,0.25893,0.70734
TimeBlind,944,0.25204,0.71996
TimeBlind,945,0.25379,0.76422
TimeBlind,946,0.22729,0.72661
TimeBlind,947,0.40148,0.69724
TimeBlind,948,0.40761,0.70195
TimeBlind,949,0.20082,0.84501
TimeBlind,950,0.20292,0.83976
TimeBlind,951,0.50366,0.96692
TimeBlind,952,0.50159,0.96385
TimeBlind,953,0.46999,0.91059
TimeBlind,954,0.46498,0.91481
TimeBlind,955,0.31520,0.82431
TimeBlind,956,0.30372,0.83740
TimeBlind,957,0.25669,0.84047
TimeBlind,958,0.25967,0.84177
TimeBlind,959,0.36002,0.68360
TimeBlind,960,0.33527,0.71515
TimeBlind,961,0.19689,0.89544
TimeBlind,962,0.19482,0.89991
TimeBlind,963,0.36385,0.71511
TimeBlind,964,0.36429,0.67058
TimeBlind,965,0.15238,0.78308
TimeBlind,966,0.15934,0.77534
TimeBlind,967,0.08855,0.69806
TimeBlind,968,0.08725,0.70857
TimeBlind,969,0.30603,0.85824
TimeBlind,970,0.28473,0.87682
TimeBlind,971,0.30553,0.78952
TimeBlind,972,0.29544,0.77077
TimeBlind,973,0.24691,0.80501
TimeBlind,974,0.23847,0.83208
TimeBlind,975,0.23992,0.84402
TimeBlind,976,0.24277,0.82298
TimeBlind,977,0.27917,0.82315
TimeBlind,978,0.27235,0.80115
TimeBlind,979,0.17285,0.73742
TimeBlind,980,0.17503,0.73407
TimeBlind,981,0.19059,0.68435
TimeBlind,982,0.19391,0.69070
TimeBlind,983,0.22456,0.91059
TimeBlind,984,0.23493,0.87989
TimeBlind,985,0.32998,0.80821
TimeBlind,986,0.33084,0.81016
TimeBlind,987,0.30205,0.84279
TimeBlind,988,0.30325,0.83358
TimeBlind,989,0.21343,0.82963
TimeBlind,990,0.21193,0.83822
TimeBlind,991,0.30170,0.70045
TimeBlind,992,0.30186,0.66949
TimeBlind,993,0.19862,0.81002
TimeBlind,994,0.19875,0.81074
TimeBlind,995,0.30191,0.87191
TimeBlind,996,0.30639,0.86905
TimeBlind,997,0.15245,0.75951
TimeBlind,998,0.15646,0.75372
TimeBlind,999,0.37654,0.89057
TimeBlind,1000,0.37355,0.91914
TimeBlind,1001,0.43962,0.95805
TimeBlind,1002,0.44481,0.95949
TimeBlind,1003,0.45375,0.88641
TimeBlind,1004,0.45297,0.88856
TimeBlind,1005,0.18526,0.66519
TimeBlind,1006,0.18919,0.67242
TimeBlind,1007,0.16429,0.73462
TimeBlind,1008,0.16304,0.74253
TimeBlind,1009,0.21727,0.69281
TimeBlind,1010,0.22187,0.65806
TimeBlind,1011,0.20786,0.81957
TimeBlind,1012,0.19171,0.81138
TimeBlind,1013,0.27372,0.94435
TimeBlind,1014,0.27714,0.95563
TimeBlind,1015,0.22547,0.67747
TimeBlind,1016,0.22844,0.67794
TimeBlind,1017,0.20395,0.86380
TimeBlind,1018,0.20565,0.86001
TimeBlind,1019,0.21259,0.72500
TimeBlind,1020,0.21053,0.72708
TimeBlind,1021,0.28185,0.96051
TimeBlind,1022,0.28068,0.95867
TimeBlind,1023,0.34734,0.72684
TimeBlind,1024,0.34065,0.73118
TimeBlind,1025,0.30038,0.68582
TimeBlind,1026,0.30228,0.69803
TimeBlind,1027,0.30479,0.79174
TimeBlind,1028,0.30771,0.79662
TimeBlind,1029,0.24490,0.76572
TimeBlind,1030,0.24175,0.76084
TimeBlind,1031,0.10876,0.67423
TimeBlind,1032,0.11506,0.66103
TimeBlind,1033,0.28365,0.63000
TimeBlind,1034,0.26525,0.58866
TimeBlind,1035,0.32712,0.69329
TimeBlind,1036,0.32028,0.69387
TimeBlind,1037,0.20361,0.70625
TimeBlind,1038,0.20887,0.70843
TimeBlind,1039,0.22553,0.77936
TimeBlind,1040,0.22532,0.78632
TimeBlind,1041,0.19920,0.69397
TimeBlind,1042,0.19166,0.70256
TimeBlind,1043,0.31943,0.69302
TimeBlind,1044,0.31550,0.68582
TimeBlind,1045,0.24940,0.66853
TimeBlind,1046,0.24535,0.67931
TimeBlind,1047,0.32709,0.48503
TimeBlind,1048,0.30477,0.46082
TimeBlind,1049,0.22919,0.69165
TimeBlind,1050,0.24140,0.65540
TimeBlind,1051,0.33905,0.63395
TimeBlind,1052,0.34418,0.65387
TimeBlind,1053,0.29499,0.60220
TimeBlind,1054,0.26259,0.62457
TimeBlind,1055,0.15361,0.68899
TimeBlind,1056,0.15136,0.68565
TimeBlind,1057,0.27344,0.71402
TimeBlind,1058,0.26653,0.72800
TimeBlind,1059,0.27197,0.64374
TimeBlind,1060,0.27193,0.62212
TimeBlind,1061,0.23799,0.67003
TimeBlind,1062,0.26125,0.67010
TimeBlind,1063,0.22066,0.71832
TimeBlind,1064,0.21872,0.69274
TimeBlind,1065,0.33583,0.67501
TimeBlind,1066,0.34755,0.57294
TimeBlind,1067,0.18965,0.54051
TimeBlind,1068,0.18213,0.53669
TimeBlind,1069,0.31077,0.61724
TimeBlind,1070,0.31460,0.64841
TimeBlind,1071,0.27788,0.65748
TimeBlind,1072,0.25458,0.67556
TimeBlind,1073,0.34420,0.50372
TimeBlind,1074,0.32875,0.55388
TimeBlind,1075,0.22809,0.71866
TimeBlind,1076,0.22282,0.72940
TimeBlind,1077,0.32385,0.70509
TimeBlind,1078,0.32210,0.71423
TimeBlind,1079,0.30262,0.76354
TimeBlind,1080,0.30312,0.76061
TimeBlind,1081,0.21099,0.74751
TimeBlind,1082,0.20936,0.75065
TimeBlind,1083,0.38245,0.73571
TimeBlind,1084,0.37636,0.72333
TimeBlind,1085,0.22363,0.62202
TimeBlind,1086,0.23528,0.59859
TimeBlind,1087,0.31858,0.73851
TimeBlind,1088,0.31510,0.68667
TimeBlind,1089,0.28887,0.71450
TimeBlind,1090,0.28889,0.70246
TimeBlind,1091,0.18564,0.65428
TimeBlind,1092,0.16602,0.65261
TimeBlind,1093,0.19746,0.53110
TimeBlind,1094,0.19428,0.52435
TimeBlind,1095,0.06760,0.65632
TimeBlind,1096,0.06081,0.65063
TimeBlind,1097,0.13592,0.69622
TimeBlind,1098,0.13463,0.67641
TimeBlind,1099,0.13246,0.69912
TimeBlind,1100,0.12753,0.70369
TimeBlind,1101,0.15267,0.66608
TimeBlind,1102,0.14044,0.67545
TimeBlind,1103,0.18127,0.67065
TimeBlind,1104,0.19601,0.65844
TimeBlind,1105,0.27190,0.59098
TimeBlind,1106,0.28613,0.57414
TimeBlind,1107,0.25709,0.65748
TimeBlind,1108,0.25774,0.64923
TimeBlind,1109,0.23498,0.65868
TimeBlind,1110,0.23774,0.66458
TimeBlind,1111,0.32177,0.78025
TimeBlind,1112,0.33309,0.76333
TimeBlind,1113,0.20081,0.88644
TimeBlind,1114,0.20672,0.86417
TimeBlind,1115,0.20662,0.76913
TimeBlind,1116,0.19833,0.79689
TimeBlind,1117,0.30077,0.84306
TimeBlind,1118,0.30818,0.83338
TimeBlind,1119,0.37768,0.82625
TimeBlind,1120,0.36912,0.82983
TimeBlind,1121,0.26519,0.77046
TimeBlind,1122,0.27238,0.76596
TimeBlind,1123,0.32641,0.73210
TimeBlind,1124,0.34368,0.73196
TimeBlind,1125,0.28688,0.73332
TimeBlind,1126,0.28235,0.72630
TimeBlind,1127,0.28286,0.64606
TimeBlind,1128,0.28357,0.64930
TimeBlind,1129,0.29538,0.63798
TimeBlind,1130,0.29340,0.63671
TimeBlind,1131,0.23124,0.84913
TimeBlind,1132,0.22681,0.85855
TimeBlind,1133,0.21523,0.73377
TimeBlind,1134,0.21854,0.74874
TimeBlind,1135,0.12015,0.83556
TimeBlind,1136,0.11652,0.84300
TimeBlind,1137,0.13544,0.72845
TimeBlind,1138,0.13077,0.72459
TimeBlind,1139,0.37323,0.79999
TimeBlind,1140,0.37771,0.79068
TimeBlind,1141,0.28881,0.74301
TimeBlind,1142,0.30293,0.73684
TimeBlind,1143,0.16936,0.66734
TimeBlind,1144,0.17010,0.66771
TimeBlind,1145,0.21050,0.62757
TimeBlind,1146,0.20554,0.61983
TimeBlind,1147,0.28761,0.64592
TimeBlind,1148,0.29306,0.66778
TimeBlind,1149,0.23809,0.64139
TimeBlind,1150,0.24324,0.63600
TimeBlind,1151,0.30666,0.73073
TimeBlind,1152,0.30731,0.72715
TimeBlind,1153,0.17051,0.77503
TimeBlind,1154,0.16809,0.77953
TimeBlind,1155,0.31970,0.76456
TimeBlind,1156,0.31126,0.77933
TimeBlind,1157,0.35789,0.72282
TimeBlind,1158,0.35114,0.73326
TimeBlind,1159,0.15403,0.86789
TimeBlind,1160,0.15236,0.87038
TimeBlind,1161,0.40953,0.73779
TimeBlind,1162,0.41328,0.74246
TimeBlind,1163,0.31285,0.51917
TimeBlind,1164,0.31525,0.53458
TimeBlind,1165,0.13794,0.91171
TimeBlind,1166,0.14071,0.91031
TimeBlind,1167,0.20645,0.67631
TimeBlind,1168,0.21421,0.67112
TimeBlind,1169,0.20048,0.54651
TimeBlind,1170,0.20197,0.53867
TimeBlind,1171,0.35467,0.70771
TimeBlind,1172,0.35404,0.70911
TimeBlind,1173,0.37722,0.77377
TimeBlind,1174,0.37376,0.78093
TimeBlind,1175,0.44830,0.71129
TimeBlind,1176,0.44231,0.72023
TimeBlind,1177,0.31697,0.80282
TimeBlind,1178,0.31383,0.79529
TimeBlind,1179,0.30488,0.69503
TimeBlind,1180,0.30354,0.69261
MotionBlind,0,0.78065,0.56462
MotionBlind,1,0.75696,0.45236
MotionBlind,2,0.78528,0.73899
MotionBlind,3,0.76282,0.71794
MotionBlind,4,0.75368,0.63610
MotionBlind,5,0.73447,0.58972
MotionBlind,6,0.76360,0.65080
MotionBlind,7,0.76351,0.64101
MotionBlind,8,0.95198,0.64838
MotionBlind,9,0.93865,0.64435
MotionBlind,10,0.98085,0.73527
MotionBlind,11,1.00000,0.70458
MotionBlind,12,0.95329,0.73755
MotionBlind,13,0.96007,0.74124
MotionBlind,14,0.96805,0.76310
MotionBlind,15,0.97579,0.76306
MotionBlind,16,0.92663,0.72674
MotionBlind,17,0.93960,0.74134
MotionBlind,18,0.98342,0.74488
MotionBlind,19,0.99913,0.72753
MotionBlind,20,0.93415,0.60691
MotionBlind,21,0.93992,0.65922
MotionBlind,22,0.83971,0.47309
MotionBlind,23,0.83724,0.47562
MotionBlind,24,0.90480,0.77237
MotionBlind,25,0.91321,0.76688
MotionBlind,26,0.76434,0.70574
MotionBlind,27,0.76168,0.55978
MotionBlind,28,0.96839,0.67378
MotionBlind,29,0.98247,0.65172
MotionBlind,30,0.92419,0.76920
MotionBlind,31,0.94362,0.74373
MotionBlind,32,0.93719,0.82571
MotionBlind,33,0.95930,0.80801
MotionBlind,34,0.79285,0.47599
MotionBlind,35,0.79070,0.47193
MotionBlind,36,0.91034,0.71361
MotionBlind,37,0.92640,0.69285
MotionBlind,38,0.84246,0.45908
MotionBlind,39,0.84199,0.46665
MotionBlind,40,0.86290,0.33866
MotionBlind,41,0.82332,0.38088
MotionBlind,42,0.81864,0.29897
MotionBlind,43,0.89419,0.45840
MotionBlind,44,0.83061,0.50228
MotionBlind,45,0.82975,0.50604
MotionBlind,46,0.82585,0.45870
MotionBlind,47,0.82649,0.45966
MotionBlind,48,0.82098,0.44830
MotionBlind,49,0.82104,0.45444
MotionBlind,50,0.77894,0.51668
MotionBlind,51,0.78009,0.50604
MotionBlind,52,0.77401,0.47132
MotionBlind,53,0.80006,0.40741
MotionBlind,54,0.78219,0.57560
MotionBlind,55,0.78664,0.51473
MotionBlind,56,0.83850,0.49021
MotionBlind,57,0.81836,0.55784
MotionBlind,58,0.79530,0.34777
MotionBlind,59,0.79351,0.31790
MotionBlind,60,0.89054,0.53871
MotionBlind,61,0.88283,0.57390
MotionBlind,62,0.84991,0.41277
MotionBlind,63,0.85325,0.42378
MotionBlind,64,0.82958,0.43630
MotionBlind,65,0.79591,0.40434
MotionBlind,66,0.76672,0.42358
MotionBlind,67,0.75282,0.36301
MotionBlind,68,0.73969,0.42978
MotionBlind,69,0.73899,0.43040
MotionBlind,70,0.72800,0.22521
MotionBlind,71,0.73341,0.26705
MotionBlind,72,0.83851,0.45444
MotionBlind,73,0.82592,0.54638
MotionBlind,74,0.69185,0.61226
MotionBlind,75,0.71435,0.65844
MotionBlind,76,0.79537,0.40312
MotionBlind,77,0.79553,0.41192
